player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Alex Caruso,carusal01,2023,3274,1575,-.5076906151641798,5.949204787067229,5.44151417190305,1.219866749702446,5.310476706249482,6.530343455951927,-.1436843740898484,6.134769402206253,5.991085028116404,7.040423413268253,7.040423413268253,0,-.2633352070064554,6.360332023712165,6.096996816705711,.2355701891851515
Justin Champagnie,champju01,2023,88,44,3.88692369136202,-3.518555402128968,.3683682892330518,5.317853785817646,-8.075231803390691,-2.757378017573046,4.348726060433763,-4.747332043845967,-.398605983412205,.0506408090412336,.1026410985328414,-.0520002894916078,2.334734900313327,-5.454162470867325,-3.119427570553997,-1.206820075203437
Julian Champagnie,champju02,2023,696,320,-.6926470499977819,-2.70132313412063,-3.393970184118412,-.2722442833648984,-2.660056496947006,-2.932300780311905,-.5805732045493789,-2.792536004980041,-3.37310920952942,-.1185803196301034,-.1185803196301034,0,-.5766293257300219,-3.289399707498527,-3.866029033228549,.3422381800484171
Kennedy Chandler,chandke01,2023,605,281,-1.843421325639051,-4.047717034600934,-5.891138360239985,-4.083066254831998,.1046432728351867,-3.978422981996812,-2.440539462302309,-3.492496152458889,-5.933035614761198,-.4522043079033874,-.4522043079033874,0,-3.680943161487296,-3.452240062071473,-7.133183223558769,-.9146767328067115
Josh Christopher,chrisjo01,2023,1642,786,-2.748441499211364,-2.718542124885686,-5.466983624097049,-4.084113026231577,-3.979072782451307,-8.063185808682885,-3.115800725226047,-3.080284365376283,-6.19608509060233,-1.380001905401207,-1.380001905401207,0,-3.172686598806631,-3.944355123293728,-7.117041722100359,-.1415100255564513
Max Christie,chrisma02,2023,1176,545,-2.875302455980436,1.671369882699222,-1.203932573281214,-4.11485452924616,1.191349274384846,-2.923505254861314,-3.315000011646813,1.670062377082866,-1.644937634563948,.3097364938042101,.1851940936924425,.1245424001117676,-4.193818224311088,-.0786706271346586,-4.272488851445746,-.528422879842296
Brandon Clarke,clarkbr01,2023,2362,1090,-.2843190837282605,.3063229917472451,.0220039080189846,-2.492980356786926,1.760634518859114,-.7323458379278125,-.7712533949412222,.5778940667568574,-.1933593281843649,1.423480912569572,1.423480912569572,0,-.8983073946910536,.4192721490495677,-.4790352456414858,.1197621168949599
Jordan Clarkson,clarkjo01,2023,4164,1988,2.097679610387413,-2.823743807921477,-.7260641975340634,2.137531635619175,-1.906126467730125,.2314051678890505,2.233974386976452,-2.783580567277379,-.5496061803009273,2.237313658681517,2.237313658681517,0,2.000072193070718,-2.548130600133352,-.548058407062634,.2488963173206802
Nic Claxton,claxtni01,2023,4890,2388,-1.614397508146441,2.268459459608958,.6540619514625159,4.478375905394175,2.29522649255522,6.773602397949396,-.4415886476251552,2.418129681197653,1.976541033572498,5.708899093860844,5.56930944917803,.1395896446828145,-.2904868189677163,2.664565328281384,2.374078509313668,-.7760635915335685
Amir Coffey,coffeam01,2023,1320,626,-3.344017438203785,-3.345688839467388,-6.689706277671173,-5.431621469144392,-.7757195348371211,-6.207341003981513,-3.967123539181602,-2.998926882819682,-6.966050422001285,-1.343813148554971,-1.308780830920093,-.0350323176348783,-4.995957199446847,-3.954371411564991,-8.950328611011839,-.3416100552588567
