player,team,salary_22_23,salary_23_24,guaranteed,player_id,salary_22_23_log,salary_23_24_log,raptor_total,nba_id,DPM,raptor_zscore,darko_zscore,raptor_zscore_standardized,darko_zscore_standardized,raptor_plus_darko,salary_22_23_log_zscores,salary_22_23_log_zscores_transformed,raptor_plus_darko_transformed,DARYL_SCORE,statmuse_player_names
Corey Kispert,WAS,3552840.0,3722040.0,7274880.0,kispeco01,15.083257841622164,15.129782463036848,-2.520205173,1630557,-0.56,-1.0097468864735915,-0.2763738690438406,-1.012695058839407,-0.2771808017655587,-1.2898758606049658,-0.7960713722398238,5.256614179810868,4.210124139395035,22.130998249907968,corey-kispert
Bol Bol,ORL,2200000.0,2200000.0,2200000.0,bolbo01,14.603967918328545,14.603967918328545,-4.744655919,1629626,-0.31,-1.941420091005049,-0.07001727295276326,-1.9470884828955448,-0.07022170338182851,-2.0173101862773732,-1.3787869226752494,6.352119414629469,3.4826898137226268,22.122461580879786,bol-bol
Isaac Okoro,CLE,7040880.0,8920795.0,15961675.0,okorois01,15.767243720322377,16.003895626145283,0.1625280583,1630171,0.11,0.11387011021773563,0.2766618084802466,0.11420257840034001,0.27746958190283816,0.3916721603031782,0.035511326302921094,3.693238706550508,5.8916721603031785,21.759351668737747,isaac-okoro
Davion Mitchell,SAC,4833600.0,5063640.0,9897240.0,mitchda01,15.391102089614545,15.43759615023174,0.2201594485,1630558,-1.28,0.13800803374145876,-0.8706808657861431,0.13841097776316114,-0.8732230051107015,-0.7348120273475404,-0.4217976358246177,4.552979555350281,4.76518797265246,21.695803416887703,davion-mitchell
Grant Williams,BOS,4306281.0,,4306281.0,willigr01,15.275585212557091,,-1.259457486,1629684,-0.89,-0.4817042495372228,-0.5487645758840627,-0.4831106882952974,-0.5503668116320827,-1.0334774999273801,-0.5622418165337507,4.817014615083451,4.46652250007262,21.515304161448885,grant-williams
Bruce Brown,DEN,6479000.0,6802950.0,6479000.0,brownbr01,15.684076735432095,15.732866899601527,-0.4976781255,1628971,0.02,-0.16264597449148738,0.20237343388745876,-0.1631208542597049,0.20296430648469532,0.03984345222499042,-0.06560220232160277,3.883332140364613,5.53984345222499,21.513052130613758,bruce-brown
De'Anthony Melton,PHI,8250000.0,8000000.0,9750000.0,meltode01,15.925723758310864,15.89495209964411,1.208059248,1629001,0.17,0.5517729928493236,0.32618739154210513,0.5533840123152046,0.3271397655149334,0.880523777830138,0.22818965747850659,3.3310034439404075,6.380523777830138,21.25354667809585,de'anthony-melton
Jaylen Nowell,MIN,1930681.0,,1930681.0,nowelja01,14.473383348385171,,-2.42957694,1629669,-1.84,-0.9717887988818721,-1.3329196410301565,-0.9746261444787259,-1.3368113854902575,-2.311437529968983,-1.5375502428594507,6.650594456575767,3.188562470031017,21.205835887633818,jaylen-nowell
Scottie Barnes,TOR,7644600.0,8008680.0,15653280.0,barnesc01,15.849510074197527,15.896036511457027,0.6412502463,1630567,-0.01,0.31437472277267275,0.17761064235652949,0.31529260712825236,0.1781292146786477,0.4934218218069001,0.13552987739460834,3.5052038304981363,5.9934218218069,21.008165127588665,scottie-barnes
Isaiah Stewart,DET,3433320.0,5266713.0,8700033.0,stewais01,15.049038281029068,15.476917006758743,-2.082375678,1630191,-1.12,-0.8263694799931157,-0.7386126442878538,-0.8287822427334669,-0.7407691821451143,-1.5695514248785813,-0.8376751471525888,5.334829276646866,3.9304485751214187,20.968272128912705,isaiah-stewart
Evan Mobley,CLE,8478720.0,8882640.0,17361360.0,mobleev01,15.953070052978758,15.999609368081565,0.002513077115,1630596,0.63,0.046850568174942396,0.7058835283496874,0.046987358446114715,0.7079445065409969,0.7549318649871116,0.2614369893653669,3.26849845999311,6.254931864987111,20.444235168072204,evan-mobley
Deni Avdija,WAS,4916160.0,6263188.0,11179348.0,avdijde01,15.408038295924433,15.6501998786205,-0.9714604427,1630166,-0.97,-0.36108160652775784,-0.6147986866332072,-0.3621358616370627,-0.6165937231148761,-0.9787295847519388,-0.40120677776038866,4.514268742189531,4.521270415248061,20.4102297105406,deni-avdija
Jevon Carter,BRK,6025000.0,2239943.0,3925000.0,carteje01,15.611428037340993,14.621960977078885,-1.337882911,1628975,-0.19,-0.5145513994046136,0.02903389317095384,-0.5160537424539834,0.02911866384236198,-0.4869350786116214,-0.15392771061867516,4.049384095963109,5.013064921388379,20.299825364700656,jevon-carter
Jordan Poole,GSW,3901399.0,28705357.0,131901399.0,poolejo01,15.176845764724693,17.172594318364226,-3.226888564,1629673,-0.65,-1.3057291556544468,-0.3506622436366284,-1.3095415116671345,-0.35168607718370154,-1.661227588850836,-0.6822881786561992,5.042701775873653,3.838772411149164,19.357784454876676,jordan-poole
Georges Niang,PHI,3465000.0,,3465000.0,niangge01,15.05822319060614,,-3.0633573,1627777,-0.97,-1.237236878607662,-0.6147986866332072,-1.240849256743551,-0.6165937231148761,-1.857442979858427,-0.826508232557089,5.313835477207327,3.642557020141573,19.355948721378894,georges-niang
Jalen Duren,DET,4124280.0,4330680.0,8454960.0,durenja01,15.232402017061542,15.281235131528481,-1.90403189,1631105,-1.22,-0.7516732302456112,-0.8211552827242846,-0.7538679012817089,-0.8235528214986063,-1.5774207227803152,-0.6147434826648249,4.915717747409871,3.922579277219685,19.282292568650988,jalen-duren
Grayson Allen,MIL,8500000.0,8500000.0,17000000.0,allengr01,15.955576721460545,15.955576721460545,0.1220616778,1628960,0.15,0.09692145785309288,0.30967886385481896,0.09720444081399604,0.310583037644235,0.40778747845823105,0.26448457003238035,3.262769008339125,5.907787478458231,19.275745892567464,grayson-allen
Zach Collins,SAS,7350000.0,7700000.0,7350000.0,colliza01,15.81021087118902,15.856730886823913,0.218367369,1628380,-0.59,0.1372574518490332,-0.3011366605747698,0.13765820438609405,-0.30201589357160624,-0.1643576891855122,0.08775032769031167,3.595029383942214,5.335642310814488,19.181790889583418,zach-collins
Kenyon Martin Jr.,HOU,1782621.0,1930681.0,1782621.0,martike04,14.393595311154636,14.473383348385171,-4.082983016,1630231,-1.48,-1.6642896960083677,-1.035766142659005,-1.669148946337546,-1.0387902838176857,-2.7079392301552314,-1.634555683143809,6.83296468431036,2.7920607698447686,19.0780526367977,kenyon-martin-jr.
Mason Plumlee,LAC,9080417.0,,9080417.0,plumlma01,16.021630674633084,,0.5070159909,203486,0.21,0.2581529974270795,0.3592044469166775,0.2589067304104264,0.36025322125633025,0.6191599516667566,0.3447922581574897,3.1117905546639193,6.119159951666757,19.04154414007434,mason-plumlee
Aaron Nesmith,IND,3804360.0,5634257.0,9438617.0,nesmiaa01,15.151658335393574,15.544375842281525,-2.349924908,1630174,-1.25,-0.9384279056212208,-0.8459180742552139,-0.941167846942877,-0.848387913304654,-1.7895557602475312,-0.7129107852110734,5.100272276196818,3.710444239752469,18.924275888383697,aaron-nesmith
Cedi Osman,CLE,7426088.0,6718842.0,7426088.0,osmande01,15.820509763904807,15.720426376221718,0.7419920734,1626224,-0.92,0.3565687165274848,-0.573527367414992,0.35760979528758075,-0.5752019034381303,-0.21759210815054952,0.10027161104322575,3.5714893712387354,5.28240789184945,18.866063640287926,cedi-osman
Brook Lopez,MIL,13906976.0,,13906976.0,lopezbr01,16.447901142709636,,4.215250819,201572,1.51,1.81128382384057,1.4322587465902796,1.8165722550183523,1.4364405328517273,3.2530127878700794,0.8630473233436301,2.1374710321139756,8.75301278787008,18.709311277795486,brook-lopez
Dwight Powell,DAL,11080125.0,,11080125.0,poweldw01,16.220663520808223,,0.6983986417,203939,1.2,0.33831035217327476,1.1763765674373436,0.3392981217269199,1.1798112508559018,1.5191093725828217,0.586774258773483,2.656864393505852,7.019109372582822,18.6488217661385,dwight-powell
Monte Morris,WAS,9125000.0,9800926.0,18925926.0,morrimo01,16.02652845743283,16.09798742897284,0.6797379811,1628420,-0.09,0.3304946531783033,0.11157653160738476,0.3314596031242773,0.11190230319585405,0.44336190632013134,0.3507469299779486,3.1005957716414563,5.943361906320131,18.427962796071103,monte-morris
Josh Hart,NYK,12960000.0,12960000.0,12960000.0,hartjo01,16.3773782488884,16.3773782488884,2.791689229,1628404,1.08,1.2150493642607683,1.0773254013136266,1.2185969611950116,1.0804708836317114,2.299067844826723,0.7773063450878356,2.298664071234869,7.799067844826723,17.92743704402635,josh-hart
Jonathan Kuminga,GSW,5739840.0,6012840.0,11752680.0,kuminjo01,15.562941893342787,15.609407740653877,-2.596961139,1630228,-0.43,-1.0418948119507994,-0.16906843907648036,-1.0449368470724996,-0.169562070606019,-1.2144989176785186,-0.21287664468816384,4.160208092013748,4.285501082321481,17.8285762810075,jonathan-kuminga
